Category,Ref Code,Bar Code,Name,Sell Price,Cost,Buy Price
Grocery,64420940500,64420940500,Lemon Cake Mix,2.59,0,0
Grocery,50700209748,50700209748,Taco Seasoning,1.19,0,0
Grocery,64420900439,64420900439,Milk Chocolate Frosting,2.59,0,0
Grocery,64420900438,64420900438,Vanilla Cake Mix,2.59,0,0
Grocery,64420941020,64420941020,Cake Mix,1.69,0,0
Grocery,4900002933,4900002933,12 pk Caff. Free Coca Cola,6.25,0,0
Grocery,78742322876,78742322876,Baking Powder,1.89,0,0
Grocery,5250000191,5250000191,Mustard,1.15,0,0
Grocery,49800002934,49800002934,12 pk Dt.Coke,6.25,0,0
Grocery,2430086592,2430086592,Chocolate Chip Creme Pie,0.5,0,0
Grocery,89422400116,89422400116,Gallon Banana Peppers,11.56,0,0
Grocery,7379800102,7379800102,Big Burst Grape,0.79,0,0
Grocery,2100065883,2100065883,Kraft Mac & Cheese,1.59,0,0
Grocery,2840002290,2840002290,Flamin Hot Popcorn,0.38,0,0
Grocery,2840043624,2840043624,Popcorn Cheddar,1.49,0,0
Grocery,2840044042,2840044042,Lay's Kettle Cooked,1.49,0,0
Grocery,2430077103,2430077103,Granola Bar Strawberry,0.5,0,0
Grocery,2190098186,2190098186,Nacho Cheese,1.09,0,0
Grocery,8079380478,8079380478,Nos Grape,2.09,0,0
Grocery,2560000031,2560000031,TastyKake Cupcakes,1.69,0,0
Grocery,7084700367,7084700367,Peace Tea Caddy Shack,1.29,0,0
Grocery,2560000969,2560000969,Cherry Pie,1.69,0,0
Grocery,6158424422,6158424422,Pixy Sticks,0.59,0,0
Grocery,2560000790,2560000790,TastyKake Choc. Mini Donuts,1.69,0,0
Grocery,9392203867,9392203867,Now & Later,0.15,0,0
Grocery,4900002392,4900002392,Barqs Root Beer,1.09,0,0
Grocery,1330005201,1330005201,Martha White Flour 5#,3.89,0,0
Grocery,7235900704,7235900704,BB Honey Bun Jelly Swirl,1.49,0,0
Grocery,2190006335,2190006335,Nacho Rings,0.99,0,0
Grocery,7874243423,7874243423,Sliced Carrots,1.09,0,0
Grocery,5070008802,5070008802, Sweet Corn,1.79,0,0
Grocery,2840007889,2840007889,Doritos Spicy Sweet Chili,1.09,0,0
Grocery,2560004206,2560004206,Boston Creme Honey Bun,1.69,0,0
Grocery,9774000003,9774000003,Thirsy burst Blue Rasberry,0.79,0,0
Grocery,2430086536,2430086536,Brownie,0.99,0,0
Grocery,7874243384,7874243384,GV Sweet Condensed Milk,2.49,0,0
Grocery,7097044611,7097044611,Mike Ike,0.35,0,0
Grocery,2829360065,2829360065,Memphis Style BBQ Chips,1.09,0,0
Grocery,7600987405,7600987405,"Pickled Eggs, Gallon",23.99,0,0
Grocery,7600969123,7600969123,"Pigs Feet, Gallon",19.79,0,0
Grocery,1254667151,1254667151,Trident Strawberry,1.19,0,0
Grocery,7641009430,7641009430,Boston Peanuts,0.59,0,0
Grocery,4790050109,4790050109,8  oz mayo,2.19,0,0
Grocery,2840003462,2840003462,Molten Hot Wings,1.09,0,0
Grocery,2840007839,2840007839,Honey Roasted,0.59,0,0
Grocery,2840000366,2840000366,Lay's Flamin Hot,0.5,0,0
Grocery,8000000674,8000000674,Tuna In Oil,1.79,0,0
Grocery,3760024609,3760024609,Dinty Moore Beef Stew,2.69,0,0
Grocery,2800051575,2800051575,Nesquik Strawberry,2.09,0,0
Grocery,2829300266,2829300266,Corn chips,0.99,0,0
Grocery,7003858766,7003858766,BC Rubbed Sage,1.69,0,0
Grocery,2560008371,2560008371,TastyKake Chocolate Pie,1.69,0,0
Grocery,2560008671,2560008671,Tastykrisps,1.69,0,0
Grocery,6414404322,6414404322,Spaghetti & Meatballs,2.09,0,0
Grocery,2840016201,2840016201,Cheddar & Sour Cream,0.59,0,0
Grocery,8814924003,8814924003,Chocolate Cremes,0.59,0,0
Grocery,8814933001,8814933001,Uncle Al's Lemon Cremes,1.59,0,0
Grocery,2840007875,2840007875,Jalapeno Cheetos,1.09,0,0
Grocery,1547301257,1547301257,jungle juice lemon,1.09,0,0
Grocery,7641090319,7641090319,Buffalo Hot Wing Popcorn,1.5,0,0
Grocery,6414404306,6414404306,Chef Boyardee Ravioli,2.19,0,0
Grocery,5070029247,5070029247,Parade Creamer,1.39,0,0
Grocery,3470085410,3470085410,Allens Tomatoes & Okra,1.99,0,0
Grocery,2430083515,2430083515,Fig Bar,0.5,0,0
Grocery,4000000051,4000000051,Starburst,0.99,0,0
Grocery,7615072105,7615072105,Popcorn,0.79,0,0
Grocery,9392203868,9392203868,Now & Later,0.15,0,0
Grocery,9392201510,9392201510,Now & Later Grape,0.37,0,0
Grocery,7546061669,7546061669,Springtime Water,0.49,0,0
Grocery,2840008991,2840008991,Mini Sandwich Vanilla,0.99,0,0
Grocery,7206008052,7206008052,Real Black Walnut Pint,2.59,0,0
Grocery,7585606131,7585606131,Klondike Krunch,1.49,0,0
Grocery,7641002110,7641002110,Honey Bun,0.79,0,0
Grocery,7641090016,7641090016,Lance Strawberry Cookies,0.79,0,0
Grocery,7077001480,7077001480,Gallon Blue Raspberry,2.89,0,0
Grocery,7874237086,7874237086,Pinto Beans,1.09,0,0
Grocery,5200013462,5200013462,Strawberry Watermelon,1.99,0,0
Grocery,4300020431,4300020431,Jello Chocolate Instant Puddin,1.19,0,0
Grocery,7874201238,7874201238,Grape Jelly,2.79,0,0
Grocery,2190001170,2190001170,spicey rings,0.99,0,0
Grocery,2840009817,2840009817,Matador Teriyaki,5.99,0,0
Grocery,7874213826,7874213826,Strawberry Preserves,2.79,0,0
Grocery,4000042431,4000042431,Snickers,0.99,0,0
Grocery,2840041922,2840041922,Fritos Chili Cheese,1.49,0,0
Grocery,7743855503,7743855503,Eggs,3.49,0,0
Grocery,2840016202,2840016202,Cheetos Crunchy,0.59,0,0
Grocery,2840009789,2840009789,Ruffles Cheddar & Sour Cream,1.29,0,0
Grocery,2829360303,2829360303,Hot Spicy,0.59,0,0
Grocery,7797508838,7797508838,Grande Tortilla Chips Salsa,0.99,0,0
Grocery,2840007920,2840007920,Grandma's Peanut Butter,0.79,0,0
Grocery,2840026685,2840026685,Bacon Mac and Cheese,1.49,0,0
Grocery,1200063843,1200063843,Brisk Fruit Punch,0.89,0,0
Grocery,7756728152,7756728152,Hello Kitty  Popsicle,1.69,0,0
Grocery,7797509087,7797509087,Korn Krunchers,0.99,0,0
Grocery,7206008709,7206008709,Neapolitan,5.29,0,0
Grocery,7273066044,7273066044,Sundae Cone,1.69,0,0
Grocery,4900005815,4900005815,Issimo Cappuccino,2.09,0,0
Grocery,5100001251,5100001251,Chicken noodle soup,1.59,0,0
Grocery,2829300244,2829300244,Bacon Cheddar Fries,0.38,0,0
Grocery,9774000010,9774000010,thurst burst mango,0.79,0,0
Grocery,2829306502,2829306502,Sour Cream and Onion,0.5,0,0
Grocery,2430083547,2430083547,Chocolate Chip,0.69,0,0
Grocery,7235002053,7235002053,12 oz Yoohoo,1.19,0,0
Grocery,2840009469,2840009469,Doritos Pepper Jack,1.09,0,0
Grocery,2840009749,2840009749,Fritos,1.09,0,0
Grocery,2840009848,2840009848,Cheesy Cheddar BBQ,1.09,0,0
Grocery,28402009682,28402009682,Dorito Taco,1.09,0,0
Grocery,2840003322,2840003322,Fritos King Size,1.09,0,0
Grocery,8814926002,8814926002,Chocolate Wafers,0.69,0,0
Grocery,2840007884,2840007884,Blazin Buffalo & Ranch,1.09,0,0
Grocery,7641009352,7641009352,lance lem o crunch,0.69,0,0
Grocery,7303098052,7303098052,Fish Steaks In Hot Sauce,1.59,0,0
Grocery,2840001198,2840001198,Doritos 2nd Degree Burn,0.99,0,0
Grocery,7273022110,7273022110,2% Gallon,6.19,0,0
Grocery,1200000134,1200000134,Diet Mnt. Dew,1.69,0,0
Grocery,9774000002,9774000002,Thurst Burst,0.79,0,0
Grocery,2430083786,2430083786,Cosmic Brownie,0.99,0,0
Grocery,2430083546,2430083546,Raisin Creme Cake,0.5,0,0
Grocery,2840000152,2840000152,Grandmas Vanilla Creme,0.99,0,0
Grocery,2010000025,2010000025,Fish Steaks in hot sauce,1.59,0,0
Grocery,1312001372,1312001372,Ore Ida Fries,4.49,0,0
Grocery,7641090275,7641090275,Salted Peanuts,0.99,0,0
Grocery,2840001192,2840001192,Doritos 1st Degree Burn,0.99,0,0
Grocery,7077000560,7077000560,Gallon Sweet Tea,2.19,0,0
Grocery,2050111017,2050111017,Smoked Beef Stick,0.99,0,0
Grocery,8663100585,8663100585,Sugar,2.99,0,0
Grocery,2840009818,2840009818,Matador Beef Jerky,2.99,0,0
Grocery,4900006160,4900006160,Sprite Cranberry,1.59,0,0
Grocery,8000000673,8000000673,Tuna In Water,1.79,0,0
Grocery,2840018481,2840018481,Ruffles Cheese Fries,1.09,0,0
Grocery,7210801012,7210801012,Moon Pie Vanilla,0.69,0,0
Grocery,7210801002,7210801002,Moon Pies Chocolate,0.69,0,0
Grocery,64,64,16oz Drink,1.89,0,0
Grocery,2840008756,2840008756,Fritos Corn Chips,0.5,0,0
Grocery,7064033806,7064033806,Crunch Bar,1.49,0,0
Grocery,2430083734,2430083734,Strawberry Roll,0.5,0,0
Grocery,7827151605,7827151605,Nuggets,0.5,0,0
Grocery,3470000055,3470000055,Veg-All,1.69,0,0
Grocery,2840007881,2840007881,Nacho Doritos,1.09,0,0
Grocery,4359210101,4359210101,Pinto Beans,2.49,0,0
Grocery,2840008766,2840008766,Cheetos Flamin Hot,0.5,0,0
Grocery,2430083521,2430083521,Powdered Donuts,0.75,0,0
Grocery,7874237009,7874237009,Syrup,3.09,0,0
Grocery,2840003257,2840003257,Salt & Vinegar,1.49,0,0
Grocery,2840000339,2840000339,Doritos Flamas,1.49,0,0
Grocery,7641002328,7641002328,Lance Pecan Pie,0.99,0,0
Grocery,2840001066,2840001066,Matador Smokin BBQ,5.99,0,0
Grocery,2360421365,2360421365,Lime Salt,1.29,0,0
Grocery,2829300290,2829300290,Jalapeno Cheddar Puffs,1.09,0,0
Grocery,7756708521,7756708521,popsicle Iron Man,1.49,0,0
Grocery,2840002673,2840002673,Munchies Peanut Butter,0.59,0,0
Grocery,2500001867,2500001867,MM Berry Blend,1.89,0,0
Grocery,4111600519,4111600519,Ring Pop,0.69,0,0
Grocery,2840043623,2840043623,Munchies Flaming Hot,1.49,0,0
Grocery,2190098221,2190098221,Bugles,1.49,0,0
Grocery,4400003424,4400003424,Ritz Crackers,2.49,0,0
Grocery,7210801027,7210801027,"Moon Pie, Lemon",0.69,0,0
Grocery,7874243304,7874243304,Condensed Milk,2.29,0,0
Grocery,8079380845,8079380845,Fuze Berry Punch,1.19,0,0
Grocery,7084701564,7084701564,Pink Lemonade,1.29,0,0
Grocery,4767747420,4767747420,Twix Ice Cream Bar,2.29,0,0
Grocery,2840004543,2840004543,Fiery Fusion Doritos,1.09,0,0
Grocery,7064030062,7064030062,Blue Bunny Orange Dream Bar,1.49,0,0
Grocery,2840021106,2840021106,Popcorn Hot,1.49,0,0
Grocery,7874211765,7874211765,Sage,2.99,0,0
Grocery,7874237127,7874237127,Sliced Whole Potatoes,1.09,0,0
Grocery,3800059663,3800059663,Raisin Bran,4.29,0,0
Grocery,2190006353,2190006353,Barb Q corn chips,0.99,0,0
Grocery,7225001745,7225001745,Corn Tortillas,3.89,0,0
Grocery,78742222942,78742222942,Cooking Spray,2.89,0,0
Grocery,2829306508,2829306508,BBQ RIB,0.38,0,0
Grocery,2430086543,2430086543,Double Chocolate Danish,0.99,0,0
Grocery,2840003683,2840003683,Cheddar Jalapeno,1.49,0,0
Grocery,2840001011,2840001011,Cheetos Salsa con Queso,1.09,0,0
Grocery,9392201512,9392201512,Now & Later Watermelon,0.37,0,0
Grocery,9392201511,9392201511,Now & Later Cherry,0.37,0,0
Grocery,2840001361,2840001361,Santitas,2,0,0
Grocery,9392203847,9392203847,now & later apple,0.15,0,0
Grocery,4300095544,4300095544,Kool Aid Lemon LIme,0.39,0,0
Grocery,5100001031,5100001031,Cream of Chicken,1.89,0,0
Grocery,4370036012,4370036012,Egg Noodles,2.79,0,0
Grocery,2400052363,2400052363,Del Monte Pasta Sauce,1.49,0,0
Grocery,2840007090,2840007090,SUnflower Seeds BBQ,0.99,0,0
Grocery,5100005897,5100005897,Campbells Chicken noodle,1.89,0,0
Grocery,7641009350,7641009350,Choc-O Lunch Cookies,0.69,0,0
Grocery,2560000005,2560000005,Chocolate Junior,1.69,0,0
Grocery,2840042116,2840042116,Doritos Jacked,1.39,0,0
Grocery,2840000771,2840000771,Chocolate Cookies,0.59,0,0
Grocery,1200066891,1200066891,Mtn Dew Typhoon,1.59,0,0
Grocery,6414410626,6414410626,Crunch 'n Munch,1.79,0,0
Grocery,4000000160,4000000160,Skittles,0.99,0,0
Grocery,2840016208,2840016208,Doritos,0.59,0,0
Grocery,2829306085,2829306085,Smokin Hot ,1.09,0,0
Grocery,7054701498,7054701498,Choco Taco,2.29,0,0
Grocery,2840009822,2840009822,Matador Mild,1.29,0,0
Grocery,2829300268,2829300268,BBQ Corn Chips,1.09,0,0
Grocery,2840042119,2840042119,Doritos Spicy Sweet Chili,1.49,0,0
Grocery,4120009926,4120009926,O-Ke-Doke Cheese Popcorn,0.99,0,0
Grocery,2100077268,2100077268,Sandwich Spread,2.89,0,0
Grocery,7874204260,7874204260,GV Pie Crusts,3.39,0,0
Grocery,7874236969,7874236969,Pineapple Chunks,1.99,0,0
Grocery,2100067846,2100067846,Kraft Original,2.39,0,0
Grocery,87127241,87127241,Enfamil,7.99,0,0
Grocery,2829351062,2829351062,BBQ Pork Rinds,0.4,0,0
Grocery,2840016205,2840016205,Cheetos Flamin Hot,0.59,0,0
Grocery,2829300141,2829300141,Brim's Lime Chili,1.99,0,0
Grocery,4900005121,4900005121,Coke Zero,1.09,0,0
Grocery,2430083778,2430083778,Christmas Tree Cake,0.75,0,0
Grocery,4900002468,4900002468,Coke 16.9 ounces,1.09,0,0
Grocery,2840009017,2840009017,Ruffles Cheddar,0.38,0,0
Grocery,7273029246,7273029246,Orange Juice,3.99,0,0
Grocery,4300095567,4300095567,Kool Aid Black Cherry,0.39,0,0
Grocery,1200000826,1200000826,24oz Pepsi,1.79,0,0
Grocery,2970000141,2970000141,Idahoan Instant Potatoes,1.49,0,0
Grocery,2264897839,2264897839,Smarties,0.59,0,0
Grocery,2190001145,2190001145,Buffalo Wings & Blue Cheese,0.99,0,0
Grocery,1200028619,1200028619,Sweet tea,1.69,0,0
Grocery,7273060068,7273060068,Moon Pie Ice Cream,1.69,0,0
Grocery,7874222942,7874222942,Cooking Spray Butter,2.89,0,0
Grocery,4552721007,4552721007,Vanilla Wafers,0.79,0,0
Grocery,2430083550,2430083550,Peanut Butter,0.5,0,0
Grocery,2840023034,2840023034,Salt & Vinegar,1.09,0,0
Grocery,7929800007,7929800007,1 Liter Water ,1.79,0,0
Grocery,2050171647,2050171647,Teriyaki Beef Stick,0.99,0,0
Grocery,2430088113,2430088113,Blueberry Muffin,1.59,0,0
Grocery,4150001302,4150001302,French's Worcestershire,1.39,0,0
Grocery,7064000189,7064000189,Batman,1.49,0,0
Grocery,7380000833,7380000833,Faygo Pineapple-Watermelon,0.79,0,0
Grocery,2430085562,2430085562,Marshmello Treat,0.25,0,0
Grocery,2840001199,2840001199,Doritos 3rd degree,0.99,0,0
Grocery,7235935013,7235935013,BB Texas Cinnamon Roll,1.49,0,0
Grocery,4900000369,4900000369,Powerade Lemon Lime,0.99,0,0
Grocery,2264897840,2264897840,Tootsie Rolls,0.59,0,0
Grocery,7874222898,7874222898,Ranch,2.99,0,0
Grocery,2430083552,2430083552,Peanut Butter,0.5,0,0
Grocery,2840000557,2840000557,Doritos,0.99,0,0
Grocery,9422400116,9422400116,Banana Pepper Gallon,11.56,0,0
Grocery,7874237360,7874237360,Thousand Island,2.99,0,0
Grocery,4900005029,4900005029,2 Liter Mellow Yellow,2.59,0,0
Grocery,7206008045,7206008045,"Strawberries N"" Cream Pint",2.59,0,0
Grocery,7003837280,7003837280,Eggs,3.69,0,0
Grocery,2480050030,2480050030,"Eggs, Grade A Large ",3.69,0,0
Grocery,4900000050,4900000050,Cherry Coke Can,0.69,0,0
Grocery,2840042061,2840042061,Sour Cream & Onion,1.49,0,0
Grocery,9774000009,9774000009,Thurst Burst Lemonade,0.79,0,0
Grocery,2050171625,2050171625,Smoked Beef Stick,0.99,0,0
Grocery,7874235889,7874235889,GV Raisin Bran,4.29,0,0
Grocery,7756700284,7756700284,Popsicle Spiderman,1.69,0,0
Grocery,2190001137,2190001137,Smokin Hot Fries,0.99,0,0
Grocery,3400000244,3400000244,Rolo's,0.89,0,0
Grocery,7380000139,7380000139,Faygo Punch,0.79,0,0
Grocery,2853412001,2853412001,Pickled Hot Sausage,0.5,0,0
Grocery,2829322223,2829322223,Hot Pork Cracklins,1.09,0,0
Grocery,4900000045,4900000045,diet coke bottle,1.59,0,0
Grocery,4000000435,4000000435,Twix Bar,0.99,0,0
Grocery,8390000575,8390000575,Gold Peak,1.49,0,0
Grocery,2050114702,2050114702,Teriyaki Beefsteak,0.99,0,0
Grocery,7230025180,7230025180,Summer Surf Sweet Tea,2.19,0,0
Grocery,5200033905,5200033905,Gatorade Citrus Cooler 32oz,1.99,0,0
Grocery,2430085548,2430085548,Marshmellow Pie,0.25,0,0
Grocery,7641090066,7641090066,Boston Old Style Peanuts,0.99,0,0
Grocery,2700038815,2700038815,Tomato Paste,1.09,0,0
Grocery,7210801025,7210801025,Moon Pie Strawberry,0.69,0,0
Grocery,2840009816,2840009816,Matador Original,5.99,0,0
Grocery,7064031050,7064031050,Mississippi Mud ice cream,1.69,0,0
Grocery,4420941040,4420941040,Cake Mix Devils Food,1.79,0,0
Grocery,4420940593,4420940593,Duncan Hines Chocolate,2.59,0,0
Grocery,7641009380,7641009380,Peanut Butter Cookie,0.99,0,0
Grocery,2840009824,2840009824,Matador snack stick,0.25,0,0
Grocery,2840000578,2840000578,Cheddar Cheese,0.59,0,0
Grocery,9392200059,9392200059,Now & Later Grape lime Straw,0.89,0,0
Grocery,8079380505,8079380505,NOS fruit punch,2.09,0,0
Grocery,7273023216,7273023216,Fat Free Milk,3.89,0,0
Grocery,9392200060,9392200060,Now & Later Cherry Apple Blue,0.89,0,0
Grocery,2430073506,2430073506,Chewy Chocolate chip,0.25,0,0
Grocery,2190006283,2190006283,Toms Pork Skins,1.09,0,0
Grocery,7756702060,7756702060,Bubblegum Swirl,0.99,0,0
Grocery,2190006339,2190006339,Tom's Hot Fries,0.99,0,0
Grocery,2840000078,2840000078,Bean Dip,3.19,0,0
Grocery,4182001483,4182001483,Sweet Relish,1.69,0,0
Grocery,9392203843,9392203843,Now & Later Banana,0.15,0,0
Grocery,7641090279,7641090279,Honey Roasted Peanuts,0.99,0,0
Grocery,2190006337,2190006337,Toms Bacon Chedder Fries,0.99,0,0
Grocery,4759960651,4759960651,Ghirardelli Squares,0.25,0,0
Grocery,7790011573,7790011573,Jimmy Dean Sausage,4.29,0,0
Grocery,7797509091,7797509091,Cinnamon Sugar,0.99,0,0
Grocery,9392201513,9392201513,Now & Later Apple,0.37,0,0
Grocery,2430083713,2430083713,Cherry Danish,0.99,0,0
Grocery,4370015007,4370015007,Ronco Spaghetti,1.39,0,0
Grocery,2050114717,2050114717,Beef Steak,1.29,0,0
Grocery,2829360301,2829360301,BBQ,0.59,0,0
Grocery,8390000576,8390000576,Gold Peak Diet Tea,1.49,0,0
Grocery,5100006007,5100006007,Campbell's Cream Of Mushroom,1.49,0,0
Grocery,9392203422,9392203422,Now & Later Soft,0.37,0,0
Grocery,2560008501,2560008501,Snowballs,1.69,0,0
Grocery,2264897828,2264897828,Doubled Dipped Peanuts,0.59,0,0
Grocery,1200050406,1200050406,Diet Pepsi 16oz Bottle,0.99,0,0
Grocery,4900005817,4900005817,Issimo Latte Macchiato,2.09,0,0
Grocery,7874236942,7874236942,Whole Green Beans,1.29,0,0
Grocery,2840002249,2840002249,Doritos Stadium Nacho,0.99,0,0
Grocery,4190001486,4190001486,Dill Relish,1.69,0,0
Grocery,2840007091,2840007091,Sunflower Seeds Ranch,0.99,0,0
Grocery,7273060038,7273060038,Dream Bar,0.99,0,0
Grocery,9774000082,9774000082,thirst burst 8 oz orange,0.3,0,0
Grocery,9392203404,9392203404,Now & Later Watermelon,0.37,0,0
Grocery,5100015855,5100015855,V8-Fusion,1.69,0,0
Grocery,7641090289,7641090289,Pizza,0.59,0,0
Grocery,7641090215,7641090215,Salt & Vinegar Sunflower Seeds,0.59,0,0
Grocery,4420900446,4420900446,Classic Chocolate Frosting,2.59,0,0
Grocery,4142000386,4142000386,Lemonhead Berry,0.3,0,0
Grocery,4178900212,4178900212,Beef Ramen,0.59,0,0
Grocery,4178900251,4178900251,Ramen Creamy Chicken,0.59,0,0
Grocery,4178900211,4178900211,Chicken Ramen,0.59,0,0
Grocery,2970000112,2970000112,Instant Mashed Potato,1.09,0,0
Grocery,7257900202,7257900202,Pinto Beans,2.59,0,0
Grocery,4900000046,4900000046,c.f diet coke,1.59,0,0
Grocery,2840024337,2840024337,Doritos Jacked,1.49,0,0
Grocery,2840004327,2840004327,Grandmas Choclate Chip,0.99,0,0
Grocery,5440000262,5440000262,A-1 Cracked Peppercorn,3.59,0,0
Grocery,2840007862,2840007862,Cheddar Sour Cream,1.09,0,0
Grocery,5070031556,5070031556,Tomato Sauce,0.89,0,0
Grocery,5225100009,5225100009,Hersheys Milk Shake,2.39,0,0
Grocery,3820000006,3820000006,Dill Pickle,1.19,0,0
Grocery,7546012800,7546012800,Gallon Water Springtime,1.79,0,0
Grocery,4300020433,4300020433,Jello Vanilla Instant,1.19,0,0
Grocery,7273029130,7273029130,Gallon Grape,2.89,0,0
Grocery,7373106002,7373106002,White Corn Tortillas,2.99,0,0
Grocery,7763306374,7763306374,Hot Dog Buns,2.79,0,0
Grocery,5200032069,5200032069,Gatorade Fierce Melon 32oz,1.99,0,0
Grocery,4116800625,4116800625,Chick-o- Stick,0.25,0,0
Grocery,7329903005,7329903005,Thrifty Bee Honey,2.89,0,0
Grocery,9392201514,9392201514,Now & Later Strawberry,0.37,0,0
Grocery,2829306503,2829306503,Dill Pickle,0.38,0,0
Grocery,5100005977,5100005977,Cream  Of Chicken ,2.09,0,0
Grocery,7874237125,7874237125,Whole Potatoes,1.09,0,0
Grocery,7206008058,7206008058,Neapolitan Pint,2.59,0,0
Grocery,7800000320,7800000320,Dr.Pepper,1.09,0,0
Grocery,4000000162,4000000162,Skittles wild berry,0.79,0,0
Grocery,2840006965,2840006965,Doritos Spicy Nacho,0.38,0,0
Grocery,2829351070,2829351070,Sweet & Mild BBQ,1.09,0,0
Grocery,7800000323,7800000323,Diet Dr Pepper can,0.69,0,0
Grocery,7380000082,7380000082,Faygo Can Cola,0.59,0,0
Grocery,7003830949,7003830949,Unsalted Saltines,2.89,0,0
Grocery,2800013170,2800013170,Nestle Crunch,0.99,0,0
Grocery,7303098001,7303098001,Sardines In Oil,1.49,0,0
Grocery,2264897819,2264897819,Strawberry Twists,0.59,0,0
Grocery,2190006402,2190006402,Bugles Nacho,1.09,0,0
Grocery,1254667611,1254667611,Trident White,1.19,0,0
Grocery,7032070523,7032070523,Sweet Potatoes,1.49,0,0
Grocery,3010039724,3010039724,Vienna Cremes,0.99,0,0
Grocery,7641001236,7641001236,White Cheese Popcorn,1.5,0,0
Grocery,2840002815,2840002815,Cheddar & Sour Cream,1.49,0,0
Grocery,3800000120,3800000120,Kelloggs Corn Flakes,4.29,0,0
Grocery,2840002825,2840002825,Flamin Hot Fries,1.49,0,0
Grocery,3400000246,3400000246,Kit Kat,0.99,0,0
Grocery,7380000294,7380000294,Faygo Moon Mist,0.79,0,0
Grocery,8814923006,8814923006,Butter Cookies,0.79,0,0
Grocery,8814921000,8814921000,stage planks,0.59,0,0
Grocery,7210801022,7210801022,Moon Pie Banana,0.69,0,0
Grocery,4171011248,4171011248,Crush 12oz Bottle,0.99,0,0
Grocery,2840042052,2840042052,Lay's Honey Barbecue,1.49,0,0
Grocery,5070007476,5070007476,Parade Ketchup,1.49,0,0
Grocery,2840001321,2840001321,Cheetos cajun &ranch,0.99,0,0
Grocery,7756713800,7756713800,Air Heads,0.99,0,0
Grocery,1200028620,1200028620,Pure Leaf Unsweetened,1.69,0,0
Grocery,2430086761,2430086761,Oatmeal Pie,0.75,0,0
Grocery,7273066062,7273066062,Ice Cream Sandwich,1.69,0,0
Grocery,2840007848,2840007848,Frito Lay Mixed Nuts,1.99,0,0
Grocery,5210008792,5210008792,Ground Red Pepper,1.09,0,0
Grocery,2430080602,2430080602,Cocoa Cremes,0.99,0,0
Grocery,4000000877,4000000877,starburst summer fun,0.89,0,0
Grocery,3729791447,3729791447,Maseca,4.89,0,0
Grocery,2700042273,2700042273,Four Cheese,1.49,0,0
Grocery,2430073516,2430073516,Chocolate Chip,0.25,0,0
Grocery,7273025204,7273025204,Buttermilk Hallf Gallon,4.09,0,0
Grocery,2700038246,2700038246,Hunts Ketchup,1.89,0,0
Grocery,2829300206,2829300206,Crunchy Curls,1.09,0,0
Grocery,2190098223,2190098223,Nacho Cheese Bugles,1.49,0,0
Grocery,2068507954,2068507954,Cape Cod 5 Cheese,0.99,0,0
Grocery,7874223024,7874223024,Grits,1.79,0,0
Grocery,2100003874,2100003874,Kraft Original,2.69,0,0
Grocery,2050111001,2050111001,Trail's Beef & Cheese,0.99,0,0
Grocery,2829350021,2829350021,Fat Back Curls,1.99,0,0
Grocery,7424927774,7424927774,Trophy Peanuts Salted,0.59,0,0
Grocery,2700042240,2700042240,Meat Spag. Sauce,1.49,0,0
Grocery,7827100306,7827100306,Vitners Salt and Sour,0.99,0,0
Grocery,7227345429,7227345429,Pride Green Beans,1.29,0,0
Grocery,2700038249,2700038249,Hunts Ketchup 24oz,2.29,0,0
Grocery,7225003712,7225003712,Wheat Bread,3.29,0,0
Grocery,2840002814,2840002814,Munchies Cheese ,1.49,0,0
Grocery,2840003681,2840003681,Sweet Southern Heat BBQ,1.49,0,0
Grocery,7273029248,7273029248,Prairie Farms Orange Juice ,4.19,0,0
Grocery,1700001470,1700001470,Armour Chili with beans,2.09,0,0
Grocery,5200032585,5200032585,Gatorade Fruit Punch,1.99,0,0
Grocery,7874214221,7874214221,Refried Beans,1.39,0,0
Grocery,8814921020,8814921020,Stage Planks Banana,0.59,0,0
Grocery,5070029748,5070029748,Taco Seasoning Mix,1.19,0,0
Grocery,7273060036,7273060036,North Star Srawberries & Cream,0.99,0,0
Grocery,2264897826,2264897826,Chocolate Raisins,0.59,0,0
Grocery,4120009927,4120009927,O-Ke-Doke Hot Cheese,1.09,0,0
Grocery,4900005614,4900005614,Zero Powerade Fruit Punch,1.49,0,0
Grocery,7756713674,7756713674,Popsicle Fat Frog,1.49,0,0
Grocery,1600011332,1600011332,Bugles,0.99,0,0
Grocery,2840000764,2840000764,cajun herb & spice,0.99,0,0
Grocery,1600036800,1600036800,Original Bugles,0.99,0,0
Grocery,7874201432,7874201432,Turnip Greens,1.29,0,0
Grocery,4815941667,4815941667,Jalapeno Sliced Peppers,2.19,0,0
Grocery,7084781450,7084781450,Peace Tea,0.99,0,0
Grocery,4120009728,4120009728,Hot Cheese Popcorn,0.99,0,0
Grocery,7890720042,7890720042,Taco-Litos,1.29,0,0
Grocery,5200010433,5200010433,Whey Protein Bar Choco Caramel,2.09,0,0
Grocery,7641009354,7641009354,Strawberry ,0.69,0,0
Grocery,2430086577,2430086577,L D Jumbo Honey Bun,0.99,0,0
Grocery,2840006552,2840006552,Cheddar Jalapeno,0.38,0,0
Grocery,2068507951,2068507951,Cape Cod Sour Cream & Onion,0.99,0,0
Grocery,2840007864,2840007864,Flamin Hot,1.09,0,0
